marketplace,categoria,titulo,ranking_venda,preco,link_produto,link_imagem_produto,data_extracao
Mercado Livre,Celulares e Telefones,Plus Do Brasil Carregador Super Rápido 25W Tipo C Para Samsung Motorola Xiaomi LG Apple iPhone 15 16 - Com Cabo Blindado Premium Branco Fabricado No Brasil,20,"64,99",https://www.mercadolivre.com.br/plus-do-brasil-carregador-super-rapido-25w-tipo-c-para-samsung-motorola-xiaomi-lg-apple-iphone-15-16-com-cabo-blindado-premium-branco-fabricado-no-brasil/p/MLB35956034,https://http2.mlstatic.com/D_Q_NP_901606-MLU78233442339_082024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Informática,Kit 200 Folhas Papel Fotografico A4 Glossy 180g Masterprint Cor Branco,1,"50,81",https://www.mercadolivre.com.br/kit-200-folhas-papel-fotografico-a4-glossy-180g-masterprint-cor-branco/p/MLB26953616,https://http2.mlstatic.com/D_Q_NP_734547-MLU71658250835_092023-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Informática,Fone De Ouvido Headphone Dapon H02d Bluetooth 5.1 Com Microfone Cor Preto,2,"75,34",https://www.mercadolivre.com.br/fone-de-ouvido-headphone-dapon-h02d-bluetooth-51-com-microfone-cor-preto/p/MLB24117280,https://http2.mlstatic.com/D_Q_NP_932400-MLU77117788070_062024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Informática,Fone De Ouvido Tune 520bt Preto Jbl Cor Negro,3,"243,39",https://www.mercadolivre.com.br/fone-de-ouvido-tune-520bt-preto-jbl-cor-negro/p/MLB44824544,https://http2.mlstatic.com/D_Q_NP_952382-MLA82175465052_022025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Informática,Mouse Sem Fio Recarregável Wireless Optico Led Rgb Ergonômico Sem Fio Para Pc Desktop Notebook Tablet Smartphone Davely Preto,4,"20,97",https://www.mercadolivre.com.br/mouse-sem-fio-recarregavel-wireless-optico-led-rgb-ergonmico-sem-fio-para-pc-desktop-notebook-tablet-smartphone-davely-preto/p/MLB48929373,https://http2.mlstatic.com/D_Q_NP_659112-MLA83733272770_042025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Informática,Mouse Sem Fio Recarregável Wireless Optico Led Rgb 2.4ghz Bluetooth Ergonômico Sem Fio Para Pc Desktop Notebook Tablet Smartphone Casenn Branco,5,"21,90",https://www.mercadolivre.com.br/mouse-sem-fio-recarregavel-wireless-optico-led-rgb-24ghz-bluetooth-ergonmico-sem-fio-para-pc-desktop-notebook-tablet-smartphone-casenn-branco/p/MLB47812866,https://http2.mlstatic.com/D_Q_NP_825822-MLA83348098564_042025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Informática,Filamento Pla Branco Velvet 1kg - Premium Voolt3d High Speed,6,111,https://www.mercadolivre.com.br/filamento-pla-branco-velvet-1kg-premium-voolt3d-high-speed/p/MLB24154100,https://http2.mlstatic.com/D_Q_NP_930467-MLA84067011657_042025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Informática,Papel A4 Sulfite Premium 75g 500 Folhas Report. Cor Branco - Kit 01 resma,7,"27,15",https://www.mercadolivre.com.br/papel-a4-sulfite-premium-75g-500-folhas-report-cor-branco-kit-01-resma/p/MLB21590318,https://http2.mlstatic.com/D_Q_NP_952214-MLU75409069809_032024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Informática,Mouse sem fio Logitech M170 com Pilha Inclusa - Vermelho,8,"60,90",https://www.mercadolivre.com.br/mouse-sem-fio-logitech-m170-com-pilha-inclusa-vermelho/p/MLB6204830,https://http2.mlstatic.com/D_Q_NP_718629-MLA79946828493_102024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Informática,Ssd M.2 2280 Nvme Kingston 1tb Nv3 Snv3s/1000g Pci-e Gen 4.0 Formato M.2 2280 Velocidade De Leitura Até 6000 Mb/s E Gravação Até 4000 Mb/s Cor Azul-escuro,9,413,https://www.mercadolivre.com.br/ssd-m2-2280-nvme-kingston-1tb-nv3-snv3s1000g-pci-e-gen-40-formato-m2-2280-velocidade-de-leitura-ate-6000-mbs-e-gravaco-ate-4000-mbs-cor-azul-escuro/p/MLB39766120,https://http2.mlstatic.com/D_Q_NP_821973-MLA81427650462_122024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Informática,Fone De Ouvido Qcy T13 Com 4 Microfones E Bluetooth 5.1 Cor Preto,10,188,https://www.mercadolivre.com.br/fone-de-ouvido-qcy-t13-com-4-microfones-e-bluetooth-51-cor-preto/p/MLB19037261,https://http2.mlstatic.com/D_Q_NP_630478-MLU75210746968_032024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Informática,Controle joystick sem fio Sony PlayStation 5 DualSense midnight black,11,"459,08",https://www.mercadolivre.com.br/controle-joystick-sem-fio-sony-playstation-5-dualsense-midnight-black/p/MLB18010993,https://http2.mlstatic.com/D_Q_NP_852815-MLA84840967263_052025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Informática,Fone De Ouvido Sem Fio Galaxy Buds Fe Grafite Samsung SM-R400,12,"279,30",https://www.mercadolivre.com.br/fone-de-ouvido-sem-fio-galaxy-buds-fe-grafite-samsung-sm-r400/p/MLB29595951,https://http2.mlstatic.com/D_Q_NP_643567-MLU76659575947_052024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Informática,"Tablet Samsung Tab A9 64GB 4GB RAM Enterprise Edition Tela 8.7."" X115 4G Grafite",13,"895,30",https://www.mercadolivre.com.br/tablet-samsung-tab-a9-64gb-4gb-ram-enterprise-edition-tela-87-x115-4g-grafite/p/MLB29265490,https://http2.mlstatic.com/D_Q_NP_677431-MLU77323209031_062024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Informática,Fone De Ouvido Qcy T1c Bluetooth 5.1 Case 380mah Cor Preto,14,"127,02",https://www.mercadolivre.com.br/fone-de-ouvido-qcy-t1c-bluetooth-51-case-380mah-cor-preto/p/MLB15285466,https://http2.mlstatic.com/D_Q_NP_870214-MLA40812894039_022020-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Informática,Cartucho HP 667 Preto 2376 2776 6476,15,"66,90",https://www.mercadolivre.com.br/cartucho-hp-667-preto-2376-2776-6476/p/MLB22022306,https://http2.mlstatic.com/D_Q_NP_826232-MLC43237791399_082020-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Informática,Impressora multifuncional cor HP Multifuncional DeskJet Ink Advantage 2874 127/220V,16,"419,30",https://www.mercadolivre.com.br/impressora-multifuncional-cor-hp-multifuncional-deskjet-ink-advantage-2874-127220v/p/MLB34923702,https://http2.mlstatic.com/D_Q_NP_956104-MLA84540042292_052025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Informática,Papel Fotográfico Adesivo A4 Glossy 115g 100 Un. Masterprint Cor Branco,17,"45,16",https://www.mercadolivre.com.br/papel-fotografico-adesivo-a4-glossy-115g-100-un-masterprint-cor-branco/p/MLB24043318,https://http2.mlstatic.com/D_Q_NP_843268-MLU74178619379_012024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Informática,Impressora multifuncional cor Epson EcoTank L3250 127/220V,18,1,https://www.mercadolivre.com.br/impressora-multifuncional-cor-epson-ecotank-l3250-127220v/p/MLB26986602,https://http2.mlstatic.com/D_Q_NP_662288-MLU77913086438_082024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Informática,Controle Xbox Wireless Series X|s Carbon black,19,"404,19",https://www.mercadolivre.com.br/controle-xbox-wireless-series-xs-carbon-black/p/MLB16268160,https://http2.mlstatic.com/D_Q_NP_903265-MLU72824211081_112023-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Informática,Impressora Multifuncional HP Smart Tank 584 color negro 110/220V,20,799,https://www.mercadolivre.com.br/impressora-multifuncional-hp-smart-tank-584-color-negro-110220v/p/MLB34801962,https://http2.mlstatic.com/D_Q_NP_942527-MLU75603659168_042024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Esportes e Fitness,Creatina Monohidratada Pura 500g Dark Lab Unidade,1,"67,96",https://www.mercadolivre.com.br/creatina-monohidratada-pura-500g-dark-lab-unidade/p/MLB26796581,https://http2.mlstatic.com/D_Q_NP_726833-MLU77492684902_072024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Esportes e Fitness,Creatina Monohidratada 250g - 100% Pura - Soldiers Nutrition,2,"31,99",https://www.mercadolivre.com.br/creatina-monohidratada-250g-100-pura-soldiers-nutrition/p/MLB38130100,https://http2.mlstatic.com/D_Q_NP_683269-MLA82421155273_022025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Esportes e Fitness,Suplemento Em Pó Max Titanium Creatina Monohidratada 300g Sabor Sem sabor,3,"55,12",https://www.mercadolivre.com.br/suplemento-em-po-max-titanium-creatina-monohidratada-300g-sabor-sem-sabor/p/MLB24141789,https://http2.mlstatic.com/D_Q_NP_689126-MLU75126910625_032024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Esportes e Fitness,Whey Pro Baunilha Max Titanium Protein Pro Com Bcaa E Aminoácidos 1kg Sabor Baunilha,4,"78,90",https://www.mercadolivre.com.br/whey-pro-baunilha-max-titanium-protein-pro-com-bcaa-e-aminoacidos-1kg-sabor-baunilha/p/MLB6087974,https://http2.mlstatic.com/D_Q_NP_714026-MLU72746904206_112023-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Esportes e Fitness,Creatina 100% Pura 150g Integralmédica,5,"36,39",https://www.mercadolivre.com.br/creatina-100-pura-150g-integralmedica/p/MLB6204288,https://http2.mlstatic.com/D_Q_NP_757501-MLA82770472561_022025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Esportes e Fitness,Suplemento Tasty Whey 3w Gourmet Whey Protein Adaptogen Science Pote 900g Sabor Chocolate Suiço,6,"164,99",https://www.mercadolivre.com.br/suplemento-tasty-whey-3w-gourmet-whey-protein-adaptogen-science-pote-900g-sabor-chocolate-suico/p/MLB19592781,https://http2.mlstatic.com/D_Q_NP_968139-MLA82743033610_032025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Esportes e Fitness,Nutri Whey Protein Pouch Chocolate 900g Integralmédica,7,"53,89",https://www.mercadolivre.com.br/nutri-whey-protein-pouch-chocolate-900g-integralmedica/p/MLB18537210,https://http2.mlstatic.com/D_Q_NP_808151-MLA80559783970_112024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Esportes e Fitness,Suplemento Em Pó Pre Treino Pre Workout Pote 150g Sabor Maça Verde FTW - DIABO VERDE,8,"28,11",https://www.mercadolivre.com.br/suplemento-em-po-pre-treino-pre-workout-pote-150g-sabor-maca-verde-ftw-diabo-verde/p/MLB18949518,https://http2.mlstatic.com/D_Q_NP_646636-MLA84625227334_052025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Esportes e Fitness,"Whey 100% Hd Sabor Chocolate 1,8kg Black Skull",9,"193,68",https://www.mercadolivre.com.br/whey-100-hd-sabor-chocolate-18kg-black-skull/p/MLB19044248,https://http2.mlstatic.com/D_Q_NP_632935-MLA84460970464_052025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Esportes e Fitness,Whey 100% Pure Pote 900g Chocolate Integralmédica,10,"121,20",https://www.mercadolivre.com.br/whey-100-pure-pote-900g-chocolate-integralmedica/p/MLB12702739,https://http2.mlstatic.com/D_Q_NP_988332-MLA47755620277_102021-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Esportes e Fitness,Whey Protein 100% Concentrado Refil 900g Sabor Doce de Leite - FTW,11,"99,90",https://www.mercadolivre.com.br/whey-protein-100-concentrado-refil-900g-sabor-doce-de-leite-ftw/p/MLB37682903,https://http2.mlstatic.com/D_Q_NP_680676-MLA83769207207_042025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Esportes e Fitness,Pote Whey Protein Isolado Iso Blend Complex 2kg Xpro Sabor Baunilha Em Po,12,"118,28",https://www.mercadolivre.com.br/pote-whey-protein-isolado-iso-blend-complex-2kg-xpro-sabor-baunilha-em-po/p/MLB19865651,https://http2.mlstatic.com/D_Q_NP_934769-MLA80505820779_112024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Esportes e Fitness,Hipercalórico Anabolic Mass 28500 3kg - Profit Labs Sabor Leite ninõ,13,"69,90",https://www.mercadolivre.com.br/hipercalorico-anabolic-mass-28500-3kg-profit-labs-sabor-leite-nino/p/MLB27948262,https://http2.mlstatic.com/D_Q_NP_670823-MLU72490057990_102023-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Esportes e Fitness,Pasta de Amendoim com Whey Protein Chocolate Branco 600g Dr. Penaut,14,"35,92",https://www.mercadolivre.com.br/pasta-de-amendoim-com-whey-protein-chocolate-branco-600g-dr-penaut/p/MLB23377542,https://http2.mlstatic.com/D_Q_NP_769393-MLA80368794297_112024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Esportes e Fitness,Omegafor Plus 240 Cápsulas Ômega 3 Vitafor,15,"219,90",https://www.mercadolivre.com.br/omegafor-plus-240-capsulas-mega-3-vitafor/p/MLB21961481,https://http2.mlstatic.com/D_Q_NP_738572-MLU75143558458_032024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Esportes e Fitness,Suplemento Em Pó Fn Forbis Whey Gourmet Proteínas Sabor Banoffee,16,40,https://www.mercadolivre.com.br/suplemento-em-po-fn-forbis-whey-gourmet-proteinas-sabor-banoffee/p/MLB36371526,https://http2.mlstatic.com/D_Q_NP_713250-MLA84410000684_052025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Esportes e Fitness,PROHIBIDO PRÉ TREINO 360g - Sabor: Citrus - A Combinação Perfeita de 8 Ingredientes que proporcionam energia do início ao fim do seu Treino,17,"75,62",https://www.mercadolivre.com.br/prohibido-pre-treino-360g-sabor-citrus-a-combinaco-perfeita-de-8-ingredientes-que-proporcionam-energia-do-inicio-ao-fim-do-seu-treino/p/MLB21362464,https://http2.mlstatic.com/D_Q_NP_679303-MLA83832100590_042025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Esportes e Fitness,Suplemento en barra Integralmédica Barras de Proteínas Proteínas sabor cookies and cream x 45g,18,"78,90",https://www.mercadolivre.com.br/suplemento-en-barra-integralmedica-barras-de-proteinas-proteinas-sabor-cookies-and-cream-x-45g/p/MLB26814864,https://http2.mlstatic.com/D_Q_NP_746131-MLU75143888680_032024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Esportes e Fitness,Dux Nutrition Whey Protein Concentrado Pote 900g Sabor Butter Cookies,19,"179,97",https://www.mercadolivre.com.br/dux-nutrition-whey-protein-concentrado-pote-900g-sabor-butter-cookies/p/MLB29812961,https://http2.mlstatic.com/D_Q_NP_830431-MLU79388813941_092024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Esportes e Fitness,100% Whey Protein Concentrado 900g Max Titanium Sabor Chocolate,20,"123,77",https://www.mercadolivre.com.br/100-whey-protein-concentrado-900g-max-titanium-sabor-chocolate/p/MLB18418075,https://http2.mlstatic.com/D_Q_NP_750020-MLA48062564023_102021-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,"Calçados, Roupas e Bolsas",Kit 5 Camisetas Básicas Masculina Dry Fit Lisa Tradicional ,1,"50,74",https://produto.mercadolivre.com.br/MLB-2918685347-kit-5-camisetas-basicas-masculina-dry-fit-lisa-tradicional-_JM,https://http2.mlstatic.com/D_Q_NP_693684-MLB54835234994_042023-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,"Calçados, Roupas e Bolsas",Moletom Liso Algodão Unissex Blusa De Frio Canguru Flanelado,2,"59,17",https://produto.mercadolivre.com.br/MLB-2821915024-moletom-liso-algodo-unissex-blusa-de-frio-canguru-flanelado-_JM,https://http2.mlstatic.com/D_Q_NP_820407-MLB80062120741_102024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,"Calçados, Roupas e Bolsas",Calça Skinny Preta Masculina Jeans Com Elastano Lycra 2023,3,"54,90",https://produto.mercadolivre.com.br/MLB-3365565438-calca-skinny-preta-masculina-jeans-com-elastano-lycra-2023-_JM,https://http2.mlstatic.com/D_Q_NP_808628-MLB54690300880_032023-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,"Calçados, Roupas e Bolsas",Mochila Fashion Bolsa Escolar Masculina Feminina Faculdade Básica Cor Preto,4,"34,22",https://www.mercadolivre.com.br/mochila-fashion-bolsa-escolar-masculina-feminina-faculdade-basica-cor-preto/p/MLB30208396,https://http2.mlstatic.com/D_Q_NP_826354-MLA83333498863_032025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,"Calçados, Roupas e Bolsas",Kit 6 Cuecas Boxer Reebok Sem Costura Microfibra Original,5,"68,99",https://produto.mercadolivre.com.br/MLB-4703022818-kit-6-cuecas-boxer-reebok-sem-costura-microfibra-original-_JM,https://http2.mlstatic.com/D_Q_NP_792316-MLB76511930361_052024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,"Calçados, Roupas e Bolsas",Calça Tactel Jogger Com Elastano Active Wear Void Verão,6,"44,13",https://produto.mercadolivre.com.br/MLB-3904422855-calca-tactel-jogger-com-elastano-active-wear-void-vero-_JM,https://http2.mlstatic.com/D_Q_NP_898928-MLB80586668211_112024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,"Calçados, Roupas e Bolsas",Kit Com 4 Cuecas Boxer Algodão Sem Costura Zorba,7,"69,99",https://produto.mercadolivre.com.br/MLB-4445746114-kit-com-4-cuecas-boxer-algodo-sem-costura-zorba-_JM,https://http2.mlstatic.com/D_Q_NP_881857-MLB83281552907_032025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,"Calçados, Roupas e Bolsas",Olympikus Treino Venum Sem gênero Adultos,8,"142,99",https://www.mercadolivre.com.br/olympikus-treino-venum-sem-gnero-adultos/p/MLB28765744,https://http2.mlstatic.com/D_Q_NP_665103-MLU78864237312_092024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,"Calçados, Roupas e Bolsas",Bermuda Tectel Masculino Leve Fresca Bolsos Frontais,9,"35,92",https://produto.mercadolivre.com.br/MLB-4930586574-bermuda-tectel-masculino-leve-fresca-bolsos-frontais-_JM,https://http2.mlstatic.com/D_Q_NP_824049-MLB84560813959_052025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,"Calçados, Roupas e Bolsas",Olympikus Casual Easy 2 Feminino Adultos 43605213_2-030,10,"229,90",https://www.mercadolivre.com.br/olympikus-casual-easy-2-feminino-adultos-436052132-030/p/MLB27441892,https://http2.mlstatic.com/D_Q_NP_730788-MLA80047852002_102024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,"Calçados, Roupas e Bolsas",Mochila escolar Denlex MCJDL cor preto design lisa 25L,11,"66,98",https://www.mercadolivre.com.br/mochila-escolar-denlex-mcjdl-cor-preto-design-lisa-25l/p/MLB27286784,https://http2.mlstatic.com/D_Q_NP_714670-MLU77965311984_082024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,"Calçados, Roupas e Bolsas",Ygm Malas Mala 2040 Preto 55 Cm X 35cm X 25cm 10kg Com Ziper Extensor Abs Rodinhas 360 Leva Na Cabine Do Avisão Resistente,12,"230,58",https://www.mercadolivre.com.br/ygm-malas-mala-2040-preto-55-cm-x-35cm-x-25cm-10kg-com-ziper-extensor-abs-rodinhas-360-leva-na-cabine-do-aviso-resistente/p/MLB39882081,https://http2.mlstatic.com/D_Q_NP_653363-MLA83970662467_042025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,"Calçados, Roupas e Bolsas",Toalha De Banho Buddemeyer Avulsa 100% Algodão Vanilla Cor Roxo 1628 Avulsa Vanilla,13,"52,56",https://www.mercadolivre.com.br/toalha-de-banho-buddemeyer-avulsa-100-algodo-vanilla-cor-roxo-1628-avulsa-vanilla/p/MLB34956961,https://http2.mlstatic.com/D_Q_NP_979450-MLU75258847272_032024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,"Calçados, Roupas e Bolsas",Lanterna de Cabeça EC-62222 3 LED Recarregável Profissional Cor Preta para Capacete Ecooda,14,"30,79",https://www.mercadolivre.com.br/lanterna-de-cabeca-ec-62222-3-led-recarregavel-profissional-cor-preta-para-capacete-ecooda/p/MLB22658905,https://http2.mlstatic.com/D_Q_NP_761952-MLA83442918349_032025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,"Calçados, Roupas e Bolsas",Kit 4 Short Praia Masculino Bermuda Tactel Academia Corrida,15,"99,89",https://produto.mercadolivre.com.br/MLB-3838208885-kit-4-short-praia-masculino-bermuda-tactel-academia-corrida-_JM,https://http2.mlstatic.com/D_Q_NP_866570-MLB78924267621_092024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,"Calçados, Roupas e Bolsas",Mochila urbana Biaowang BW1908 cor preto design lisa 45L,16,"101,81",https://www.mercadolivre.com.br/mochila-urbana-biaowang-bw1908-cor-preto-design-lisa-45l/p/MLB22478643,https://http2.mlstatic.com/D_Q_NP_729794-MLU78496227208_082024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,"Calçados, Roupas e Bolsas",Moletom Liso Flanelado Feminino Blusa De Frio Canguru,17,"57,18",https://produto.mercadolivre.com.br/MLB-1597233025-moletom-liso-flanelado-feminino-blusa-de-frio-canguru-_JM,https://http2.mlstatic.com/D_Q_NP_964871-MLB84604906463_052025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,"Calçados, Roupas e Bolsas","Sutiã Plus Size Base Cruzada Reforçado, Up",18,"37,49",https://produto.mercadolivre.com.br/MLB-2203222106-suti-plus-size-base-cruzada-reforcado-up-_JM,https://http2.mlstatic.com/D_Q_NP_941527-MLB83872317076_042025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,"Calçados, Roupas e Bolsas",Olympikus Casual Only 2 Sem gênero Adultos,19,"130,99",https://www.mercadolivre.com.br/olympikus-casual-only-2-sem-gnero-adultos/p/MLB27307185,https://http2.mlstatic.com/D_Q_NP_970200-MLU79169703003_092024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,"Calçados, Roupas e Bolsas",Kit Organizador De Mala Viagem Necessaire Saquinhos 6 Cor Rosa,20,"20,33",https://www.mercadolivre.com.br/kit-organizador-de-mala-viagem-necessaire-saquinhos-6-cor-rosa/p/MLB29400059,https://http2.mlstatic.com/D_Q_NP_666761-MLU73723016529_122023-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Acessórios para Veículos,"Modulo Taramps Ts400x4 Amplificador Som Automotivo 400w 2 Ohms Digital 400rms 4 Canais Entrada Rca Potencia Carro Moto Caminhonete Picapes SUV T400 Ts 400 Watts Estereo, Sub, Falante, Drivers, Tweters",1,"185,90",https://www.mercadolivre.com.br/modulo-taramps-ts400x4-amplificador-som-automotivo-400w-2-ohms-digital-400rms-4-canais-entrada-rca-potencia-carro-moto-caminhonete-picapes-suv-t400-ts-400-watts-estereo-sub-falante-drivers-tweters/p/MLB21941637,https://http2.mlstatic.com/D_Q_NP_896874-MLU74917793798_032024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Acessórios para Veículos,Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos,2,"19,90",https://produto.mercadolivre.com.br/MLB-5314914634-tag-ultrapasse-pagamento-de-pedagios-e-estacionamentos-_JM,https://http2.mlstatic.com/D_Q_NP_867320-MLB80681288444_112024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Acessórios para Veículos,Mini Compressor Digital Tippi Bomba De Encher Pneus Bola Portátil Para Motocicletas Carro Bicicleta Preto Com Calibrador 127/220V,3,"81,68",https://www.mercadolivre.com.br/mini-compressor-digital-tippi-bomba-de-encher-pneus-bola-portatil-para-motocicletas-carro-bicicleta-preto-com-calibrador-127220v/p/MLB22341692,https://http2.mlstatic.com/D_Q_NP_891811-MLA84350213063_052025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Acessórios para Veículos,Modulo Taramps Som 800w Ts800x4 2 Ohms Entrada Rca e Fio T800 4 Canais Potencia 800 Watts Estereo Automotivo Ts 800 Rms Amplificador para Carro Moto Caminhonete,4,"341,60",https://www.mercadolivre.com.br/modulo-taramps-som-800w-ts800x4-2-ohms-entrada-rca-e-fio-t800-4-canais-potencia-800-watts-estereo-automotivo-ts-800-rms-amplificador-para-carro-moto-caminhonete/p/MLB21562564,https://http2.mlstatic.com/D_Q_NP_873713-MLU75298793652_032024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Acessórios para Veículos,"Pro Tork New Liberty Casco De Moto Three Negro Liso Abierto, Talla 58",5,"115,60",https://www.mercadolivre.com.br/pro-tork-new-liberty-casco-de-moto-three-negro-liso-abierto-talla-58/p/MLB18464300,https://http2.mlstatic.com/D_Q_NP_900546-MLA47633861784_092021-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Acessórios para Veículos,Cadeira Para Automóvel 9 A 36kg Preto E Vermelho Styll Baby,6,299,https://www.mercadolivre.com.br/cadeira-para-automovel-9-a-36kg-preto-e-vermelho-styll-baby/p/MLB20317913,https://http2.mlstatic.com/D_Q_NP_611148-MLU74842099652_032024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Acessórios para Veículos,Cera líquida Vonixx Blend 500 ml,7,"56,56",https://www.mercadolivre.com.br/cera-liquida-vonixx-blend-500-ml/p/MLB26380332,https://http2.mlstatic.com/D_Q_NP_906485-MLA82249529829_022025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Acessórios para Veículos,Capacete Fw3 Integral Fechado Gtx Fox C/ Óculos Interno Cor Laranja Tamanho do capacete 60,8,"419,90",https://www.mercadolivre.com.br/capacete-fw3-integral-fechado-gtx-fox-c-oculos-interno-cor-laranja-tamanho-do-capacete-60/p/MLB23901646,https://http2.mlstatic.com/D_Q_NP_603291-MLA73930885276_012024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Acessórios para Veículos,Amplificador Taramps TL 1500 3 canais 390 WRMS,9,"212,29",https://www.mercadolivre.com.br/amplificador-taramps-tl-1500-3-canais-390-wrms/p/MLB23125523,https://http2.mlstatic.com/D_Q_NP_840115-MLA84175301080_052025-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Acessórios para Veículos,Luva X11 Blackout Moto Motoqueiro Motociclista Motoboy Cor Preto Feminina Tamanho G,10,"112,86",https://www.mercadolivre.com.br/luva-x11-blackout-moto-motoqueiro-motociclista-motoboy-cor-preto-feminina-tamanho-g/p/MLB27082330,https://http2.mlstatic.com/D_Q_NP_814575-MLU72826452247_112023-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Acessórios para Veículos,600 Panos Multiuso Perfex 20x40cm Inoven Rolo 240m Limpeza Cor Azul,11,"62,25",https://www.mercadolivre.com.br/600-panos-multiuso-perfex-20x40cm-inoven-rolo-240m-limpeza-cor-azul/p/MLB19588855,https://http2.mlstatic.com/D_Q_NP_631540-MLA79195813796_092024-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Acessórios para Veículos,2 Pneus Aro 29x2.10 Eruption Levorin Bicicleta Mtb Balão Cor Preto,12,"127,91",https://www.mercadolivre.com.br/2-pneus-aro-29x210-eruption-levorin-bicicleta-mtb-balo-cor-preto/p/MLB27282051,https://http2.mlstatic.com/D_Q_NP_693415-MLU71933151961_092023-P.webp,2025-05-23 20:14:53.292715
Mercado Livre,Acessórios para Veículos,Limpador De Para Brisa Dianteiro Palheta Original Bosch Par,13,"70,99",https://produto.mercadolivre.com.br/MLB-3782053541-limpador-de-para-brisa-dianteiro-palheta-original-bosch-par-_JM,https://http2.mlstatic.com/D_Q_NP_678551-MLB82323949258_022025-P.webp,2025-05-23 20:14:53.292715
